2023 Lower Weather Meterological Hourly Data (Summary),,
,,
Reference Dataset with the following format:,,
,"[Year of data collection] Meteorological data from Dry Creek Experimental Watershed. Watershed Process Research Group, Boise State University",
3/13/2023 8:00,279.8,5.704
3/13/2023 8:15,279.8,5.724
3/13/2023 8:30,279.8,5.805
3/13/2023 8:45,279.7,6.168
3/13/2023 9:00,279.8,6.108
3/13/2023 9:15,279.7,6.028
3/13/2023 9:30,280,5.371
3/13/2023 9:45,280.2,5.3
3/13/2023 10:00,280.7,5.138
3/13/2023 10:15,281.1,5.18
3/13/2023 10:30,281.7,5.148
3/13/2023 10:45,282.1,5.148
3/13/2023 11:00,282.7,5.209
3/13/2023 11:15,282.9,5.562
3/13/2023 11:30,283,5.522
3/13/2023 11:45,283.1,5.532
3/13/2023 12:00,283.2,5.805
3/13/2023 12:15,283.3,6.248
3/13/2023 12:30,283.2,6.694
3/13/2023 12:45,283.3,7.076
3/13/2023 13:00,283.3,8.15
3/13/2023 13:15,283.3,7.833
3/13/2023 13:30,283.3,7.4
3/13/2023 13:45,283.4,8.19
3/13/2023 14:00,283,9.8
3/13/2023 14:15,283.3,9.15
3/13/2023 14:30,283.2,9.44
3/13/2023 14:45,283.2,10.2
3/13/2023 15:00,283.1,10.25
3/13/2023 15:15,283.3,10.23
3/13/2023 15:30,283.2,9.79
3/13/2023 15:45,283.1,9.83
3/13/2023 16:00,282.8,10.38
3/13/2023 16:15,283.1,9.84
3/13/2023 16:30,283.1,10.14
3/13/2023 16:45,282.9,9.79
3/13/2023 17:00,282.9,10.44
3/13/2023 17:15,282.9,10.36
3/13/2023 17:30,283.1,10.36
3/13/2023 17:45,282.9,10.14
3/13/2023 18:00,282.9,9.72
3/13/2023 18:15,283,9.63
3/13/2023 18:30,283.1,9.68
3/13/2023 18:45,283.1,9.55
3/13/2023 19:00,283,9.46
3/13/2023 19:15,283,9.44
3/13/2023 19:30,283.1,9.42
3/13/2023 19:45,282.9,9.52
3/13/2023 20:00,283.2,9.02
3/13/2023 20:15,283.1,9.22
3/13/2023 20:30,282.9,8.97
3/13/2023 20:45,283.2,8.98
3/13/2023 21:00,282.9,9.01
3/13/2023 21:15,282.9,9.18
3/13/2023 21:30,282.9,8.92
3/13/2023 21:45,282.9,8.95
3/13/2023 22:00,283,9.46
3/13/2023 22:15,282.9,9.18
3/13/2023 22:30,283.1,8.87
3/13/2023 22:45,283,8.92
3/13/2023 23:00,283.3,8.69
3/13/2023 23:15,283.1,8.2
3/13/2023 23:30,283.6,8.25
3/13/2023 23:45,283.5,8.26
3/14/2023 0:00,283.6,8.18
3/14/2023 0:15,283.6,8.47
3/14/2023 0:30,283.7,8.57
3/14/2023 0:45,283.6,8.81
3/14/2023 1:00,283.6,8.31
3/14/2023 1:15,283.5,7.944
3/14/2023 1:30,283.6,7.914
3/14/2023 1:45,283.5,8.04
3/14/2023 2:00,283.5,7.804
3/14/2023 2:15,283.5,7.632
3/14/2023 2:30,283.6,6.29
3/14/2023 2:45,283.6,6.088
3/14/2023 3:00,283.6,6.158
3/14/2023 3:15,283.7,6.016
3/14/2023 3:30,283.6,5.785
3/14/2023 3:45,283.6,5.643
3/14/2023 4:00,283.7,5.886
3/14/2023 4:15,283.6,5.704
3/14/2023 4:30,283.7,5.462
3/14/2023 4:45,283.6,4.714
3/14/2023 5:00,283.6,4.228
3/14/2023 5:15,283.7,3.765
3/14/2023 5:30,283.6,4.209
3/14/2023 5:45,283.6,4.492
3/14/2023 6:00,283.7,4.472
3/14/2023 6:15,283.7,4.108
3/14/2023 6:30,283.7,3.927
3/14/2023 6:45,283.8,3.603
3/14/2023 7:00,283.7,3.36
3/14/2023 7:15,283.7,3.562
3/14/2023 7:30,283.7,3.572
3/14/2023 7:45,283.7,3.058
3/14/2023 8:00,283.7,3.502
3/14/2023 8:15,283.7,3.946
3/14/2023 8:30,283.7,4.057
3/14/2023 8:45,283.8,3.664
3/14/2023 9:00,283.8,3.391
3/14/2023 9:15,283.9,3.29
3/14/2023 9:30,284,3.461
3/14/2023 9:45,284,3.744
3/14/2023 10:00,284,3.775
3/14/2023 10:15,284.1,3.804
3/14/2023 10:30,284.2,3.804
3/14/2023 10:45,284.2,3.886
3/14/2023 11:00,284.5,4.17
3/14/2023 11:15,284.4,4.028
3/14/2023 11:30,284.5,4.25
3/14/2023 11:45,284.6,5.986
3/14/2023 12:00,284.7,5.27
3/14/2023 12:15,284.7,4.826
3/14/2023 12:30,284.9,5.138
3/14/2023 12:45,285.1,5.583
3/14/2023 13:00,285.7,5.442
3/14/2023 13:15,285.9,5.482
3/14/2023 13:30,286.3,5.624
3/14/2023 13:45,286.5,5.643
3/14/2023 14:00,287.1,5.744
3/14/2023 14:15,287.2,5.856
3/14/2023 14:30,287.7,5.795
3/14/2023 14:45,287.8,5.734
3/14/2023 15:00,288.3,5.462
3/14/2023 15:15,288.9,5.34
3/14/2023 15:30,289.3,5.592
3/14/2023 15:45,289.4,5.996
3/14/2023 16:00,289.7,6.178
3/14/2023 16:15,289.8,5.946
3/14/2023 16:30,290,5.966
3/14/2023 16:45,290.1,5.946
3/14/2023 17:00,290.3,6.168
3/14/2023 17:15,290.6,5.805
3/14/2023 17:30,290.7,5.906
3/14/2023 17:45,290.7,5.764
3/14/2023 18:00,290.9,6.028
3/14/2023 18:15,291.2,5.886
3/14/2023 18:30,291.9,5.824
3/14/2023 18:45,292.2,6.209
3/14/2023 19:00,292.4,6.572
3/14/2023 19:15,292.7,6.804
3/14/2023 19:30,292.6,6.936
3/14/2023 19:45,292.6,7.178
3/14/2023 20:00,292.6,7.804
3/14/2023 20:15,292.7,7.894
3/14/2023 20:30,292.5,8.27
3/14/2023 20:45,292.6,8.48
3/14/2023 21:00,292.4,9.09
3/14/2023 21:15,292.6,9.02
3/14/2023 21:30,292.5,9.32
3/14/2023 21:45,292.4,9.73
3/14/2023 22:00,292.5,9.86
3/14/2023 22:15,292.4,9.66
3/14/2023 22:30,293.1,9.88
3/14/2023 22:45,292.7,10.24
3/14/2023 23:00,292.4,10.11
3/14/2023 23:15,292.5,9.32
3/14/2023 23:30,292.4,7.036
3/14/2023 23:45,292.3,7.984
3/15/2023 0:00,292.4,7.672
3/15/2023 0:15,292.4,6.683
3/15/2023 0:30,292.5,3.25
3/15/2023 0:45,292.5,2.592
3/15/2023 1:00,292.8,1.318
3/15/2023 1:15,292.9,1.035
3/15/2023 1:30,293.1,0.954
3/15/2023 1:45,293.1,0.954
3/15/2023 2:00,293.1,0.59
3/15/2023 2:15,293.2,0.074
3/15/2023 2:30,293.5,-0.422
3/15/2023 2:45,293.6,-0.704
3/15/2023 3:00,293.9,-0.786
3/15/2023 3:15,294.1,-0.826
3/15/2023 3:30,294.7,-0.886
3/15/2023 3:45,295,-0.886
3/15/2023 4:00,295.5,-0.886
3/15/2023 4:15,295.9,-0.948
3/15/2023 4:30,296.1,-1.048
3/15/2023 4:45,296.4,-1.262
3/15/2023 5:00,296.6,-1.252
3/15/2023 5:15,296.7,-1.302
3/15/2023 5:30,296.8,-1.332
3/15/2023 5:45,296.7,-1.636
3/15/2023 6:00,296.8,-1.697
3/15/2023 6:15,296.7,-1.879
3/15/2023 6:30,296.7,-2.061
3/15/2023 6:45,296.8,-2.082
3/15/2023 7:00,296.8,-2.061
3/15/2023 7:15,296.8,-2.082
3/15/2023 7:30,296.9,-2.223
3/15/2023 7:45,296.8,-2.244
3/15/2023 8:00,296.8,-2.122
3/15/2023 8:15,296.8,-2.112
3/15/2023 8:30,296.8,-2.061
3/15/2023 8:45,296.9,-2.082
3/15/2023 9:00,296.8,-2.012
3/15/2023 9:15,296.9,-1.636
3/15/2023 9:30,296.9,-1.363
3/15/2023 9:45,296.7,-1.332
3/15/2023 10:00,296.9,-0.988
3/15/2023 10:15,296.9,-0.948
3/15/2023 10:30,296.7,-0.786
3/15/2023 10:45,296.8,-0.604
3/15/2023 11:00,296.8,0.104
3/15/2023 11:15,296.7,-0.118
3/15/2023 11:30,296.8,0.448
3/15/2023 11:45,296.7,0.53
3/15/2023 12:00,296.8,0.722
3/15/2023 12:15,296.7,1.056
3/15/2023 12:30,296.7,0.975
3/15/2023 12:45,296.7,0.631
3/15/2023 13:00,296.7,0.894
3/15/2023 13:15,296.7,1.045
3/15/2023 13:30,296.8,1.137
3/15/2023 13:45,296.7,1.116
3/15/2023 14:00,296.7,1.358
3/15/2023 14:15,296.7,1.915
3/15/2023 14:30,296.8,1.906
3/15/2023 14:45,296.9,2.43
3/15/2023 15:00,296.7,1.864
3/15/2023 15:15,296.7,2.106
3/15/2023 15:30,296.7,2.106
3/15/2023 15:45,296.8,3.502
3/15/2023 16:00,296.7,3.512
3/15/2023 16:15,296.7,3.664
3/15/2023 16:30,296.5,3.34
3/15/2023 16:45,296.6,3.584
3/15/2023 17:00,296.6,3.412
3/15/2023 17:15,296.6,3.38
3/15/2023 17:30,296.8,2.826
3/15/2023 17:45,296.5,3.017
3/15/2023 18:00,296.6,2.814
3/15/2023 18:15,296.5,2.875
3/15/2023 18:30,296.6,2.522
3/15/2023 18:45,296.7,2.168
3/15/2023 19:00,296.5,1.39
3/15/2023 19:15,296.5,1.318
3/15/2023 19:30,296.6,1.53
3/15/2023 19:45,296.6,1.086
3/15/2023 20:00,296.6,0.884
3/15/2023 20:15,296.7,0.964
3/15/2023 20:30,296.7,0.67
3/15/2023 20:45,296.7,0.064
3/15/2023 21:00,296.6,-0.482
3/15/2023 21:15,296.7,-0.26
3/15/2023 21:30,296.7,-0.27
3/15/2023 21:45,296.7,-0.846
3/15/2023 22:00,296.7,-1.262
3/15/2023 22:15,296.7,-1.15
3/15/2023 22:30,296.7,-1.444
3/15/2023 22:45,296.7,-1.048
3/15/2023 23:00,296.7,-1.382
3/15/2023 23:15,296.7,-1.353
3/15/2023 23:30,296.7,-1.13
3/15/2023 23:45,296.7,-1.272
3/16/2023 0:00,296.7,-1.566
3/16/2023 0:15,296.7,-1.91
3/16/2023 0:30,296.7,-2.244
3/16/2023 0:45,296.8,-2.041
3/16/2023 1:00,296.8,-1.576
3/16/2023 1:15,296.7,-1.879
3/16/2023 1:30,296.7,-2.284
3/16/2023 1:45,296.8,-0.766
3/16/2023 2:00,296.7,-0.442
3/16/2023 2:15,296.8,-0.502
3/16/2023 2:30,296.8,-1.232
3/16/2023 2:45,296.8,-0.624
3/16/2023 3:00,296.8,-0.968
3/16/2023 3:15,296.8,-0.624
3/16/2023 3:30,296.7,-1.11
3/16/2023 3:45,296.7,-1.13
3/16/2023 4:00,296.8,-0.542
3/16/2023 4:15,296.8,-1.96
3/16/2023 4:30,296.8,-2.658
3/16/2023 4:45,296.8,-2.426
3/16/2023 5:00,296.7,-2.832
3/16/2023 5:15,296.7,-3.338
3/16/2023 5:30,296.7,-2.528
3/16/2023 5:45,296.8,-2.932
3/16/2023 6:00,296.8,-2.953
3/16/2023 6:15,296.8,-3.774
3/16/2023 6:30,296.8,-4.564
3/16/2023 6:45,296.8,-5.061
3/16/2023 7:00,296.9,-5.04
3/16/2023 7:15,296.9,-5.061
3/16/2023 7:30,296.9,-4.656
3/16/2023 7:45,296.9,-3.298
3/16/2023 8:00,296.9,-3.236
3/16/2023 8:15,297,-1.859
3/16/2023 8:30,297,-1.424
3/16/2023 8:45,296.9,-0.948
3/16/2023 9:00,296.9,-0.624
3/16/2023 9:15,296.9,-0.422
3/16/2023 9:30,296.8,0.185
3/16/2023 9:45,296.7,0.145
3/16/2023 10:00,296.7,0.651
3/16/2023 10:15,296.7,1.4
3/16/2023 10:30,296.6,1.024
3/16/2023 10:45,296.6,1.662
3/16/2023 11:00,296.6,2.654
3/16/2023 11:15,296.5,2.633
3/16/2023 11:30,296.5,2.683
3/16/2023 11:45,296.4,3.36
3/16/2023 12:00,296.8,3.906
3/16/2023 12:15,296.3,3.734
3/16/2023 12:30,296.5,3.744
3/16/2023 12:45,296.5,4.866
3/16/2023 13:00,296.2,4.976
3/16/2023 13:15,296.5,4.966
3/16/2023 13:30,296.6,5.592
3/16/2023 13:45,296.4,5.078
3/16/2023 14:00,296.3,6.269
3/16/2023 14:15,296.4,6.168
3/16/2023 14:30,296.4,6.007
3/16/2023 14:45,296.3,5.724
3/16/2023 15:00,296.4,5.845
3/16/2023 15:15,296.4,6.774
3/16/2023 15:30,296.4,6.269
3/16/2023 15:45,296.2,7.309
3/16/2023 16:00,296.2,6.329
3/16/2023 16:15,296.3,6.914
3/16/2023 16:30,296.5,6.542
3/16/2023 16:45,296.4,6.248
3/16/2023 17:00,296.3,6.047
3/16/2023 17:15,296.2,5.916
3/16/2023 17:30,296.4,5.926
3/16/2023 17:45,296.3,5.643
3/16/2023 18:00,296.3,5.29
3/16/2023 18:15,296.3,5.118
3/16/2023 18:30,296.3,4.704
3/16/2023 18:45,296.3,4.17
3/16/2023 19:00,296.3,3.694
3/16/2023 19:15,296.3,3.34
3/16/2023 19:30,296.4,1.642
3/16/2023 19:45,296.4,0.803
3/16/2023 20:00,296.4,0.489
3/16/2023 20:15,296.4,0.368
3/16/2023 20:30,296.4,0.024
3/16/2023 20:45,296.4,-0.148
3/16/2023 21:00,296.5,0.044
3/16/2023 21:15,296.5,-0.401
3/16/2023 21:30,296.6,-0.584
3/16/2023 21:45,296.5,-0.563
3/16/2023 22:00,296.5,-0.512
3/16/2023 22:15,296.6,-0.32
3/16/2023 22:30,296.5,-0.442
3/16/2023 22:45,296.7,-0.522
3/16/2023 23:00,296.7,-0.644
3/16/2023 23:15,296.6,-0.644
3/16/2023 23:30,296.6,-0.766
3/16/2023 23:45,296.6,-0.665
3/17/2023 0:00,296.6,-0.806
3/17/2023 0:15,296.7,-0.938
3/17/2023 0:30,296.7,-1.09
3/17/2023 0:45,296.7,-1.2
3/17/2023 1:00,296.7,-1.11
3/17/2023 1:15,296.7,-1.048
3/17/2023 1:30,296.7,-0.866
3/17/2023 1:45,296.7,-0.401
3/17/2023 2:00,296.6,-1.332
3/17/2023 2:15,296.7,-1.413
3/17/2023 2:30,296.7,-1.454
3/17/2023 2:45,296.6,-1.434
3/17/2023 3:00,296.7,-1.332
3/17/2023 3:15,296.6,-1.626
3/17/2023 3:30,296.7,-1.424
3/17/2023 3:45,296.7,-2.244
3/17/2023 4:00,296.7,-2.223
3/17/2023 4:15,296.7,-2.142
3/17/2023 4:30,296.7,-2.446
3/17/2023 4:45,296.7,-2.244
3/17/2023 5:00,296.7,-2.528
3/17/2023 5:15,296.7,-2.862
3/17/2023 5:30,296.7,-2.912
3/17/2023 5:45,296.8,-2.992
3/17/2023 6:00,296.7,-2.528
3/17/2023 6:15,296.7,-2.466
3/17/2023 6:30,296.7,-2.528
3/17/2023 6:45,296.7,-2.325
3/17/2023 7:00,296.7,-2.648
3/17/2023 7:15,296.7,-2.507
3/17/2023 7:30,296.7,-2.486
3/17/2023 7:45,296.7,-2.031
3/17/2023 8:00,296.8,-1.798
3/17/2023 8:15,296.8,-0.907
3/17/2023 8:30,296.9,-0.684
3/17/2023 8:45,296.8,0.53
3/17/2023 9:00,296.7,1.734
3/17/2023 9:15,296.7,2.532
3/17/2023 9:30,296.7,2.087
3/17/2023 9:45,296.7,2.249
3/17/2023 10:00,296.6,1.744
3/17/2023 10:15,296.7,2.128
3/17/2023 10:30,296.4,2.896
3/17/2023 10:45,296.6,3.148
3/17/2023 11:00,296.5,3.594
3/17/2023 11:15,296.4,4.088
3/17/2023 11:30,296.3,3.198
3/17/2023 11:45,296.6,4.209
3/17/2023 12:00,296.4,4.098
3/17/2023 12:15,296.4,4.532
3/17/2023 12:30,296.2,4.512
3/17/2023 12:45,296.5,5.38
3/17/2023 13:00,296.4,5.452
3/17/2023 13:15,296.4,5.624
3/17/2023 13:30,296.3,5.866
3/17/2023 13:45,296.2,6.228
3/17/2023 14:00,296.4,6.532
3/17/2023 14:15,296.6,6.976
3/17/2023 14:30,296.4,6.733
3/17/2023 14:45,296,7.218
3/17/2023 15:00,296.4,7.097
3/17/2023 15:15,296.4,6.966
3/17/2023 15:30,296.2,7.157
3/17/2023 15:45,296.5,7.138
3/17/2023 16:00,296.3,7.581
3/17/2023 16:15,296.5,6.956
3/17/2023 16:30,296.2,8.02
3/17/2023 16:45,296.3,7.238
3/17/2023 17:00,296.3,6.875
3/17/2023 17:15,296.2,6.914
3/17/2023 17:30,296.3,6.34
3/17/2023 17:45,296.3,6.562
3/17/2023 18:00,296.2,5.866
3/17/2023 18:15,296.2,5.604
3/17/2023 18:30,296.2,4.835
3/17/2023 18:45,296.2,4.068
3/17/2023 19:00,296.3,2.411
3/17/2023 19:15,296.2,1.338
3/17/2023 19:30,296.3,1.096
3/17/2023 19:45,296.2,0.145
3/17/2023 20:00,296.3,0.6
3/17/2023 20:15,296.3,0.064
3/17/2023 20:30,296.5,0.246
3/17/2023 20:45,296.5,0.59
3/17/2023 21:00,296.4,0.692
3/17/2023 21:15,296.4,0.55
3/17/2023 21:30,296.5,0.803
3/17/2023 21:45,296.5,2.128
3/17/2023 22:00,296.5,2.674
3/17/2023 22:15,296.5,2.45
3/17/2023 22:30,296.5,2.278
3/17/2023 22:45,296.5,1.439
3/17/2023 23:00,296.6,1.582
3/17/2023 23:15,296.4,1.702
3/17/2023 23:30,296.4,1.52
3/17/2023 23:45,296.5,2.056
3/18/2023 0:00,296.4,2.37
3/18/2023 0:15,296.5,2.168
3/18/2023 0:30,296.5,1.318
3/18/2023 0:45,296.5,1.722
3/18/2023 1:00,296.4,2.188
3/18/2023 1:15,296.4,0.964
3/18/2023 1:30,296.4,0.145
3/18/2023 1:45,296.5,-0.604
3/18/2023 2:00,296.4,-0.31
3/18/2023 2:15,296.5,1.238
3/18/2023 2:30,296.5,1.258
3/18/2023 2:45,296.4,0.832
3/18/2023 3:00,296.5,-0.644
3/18/2023 3:15,296.4,-0.766
3/18/2023 3:30,296.5,-1.697
3/18/2023 3:45,296.5,-1.849
3/18/2023 4:00,296.5,-1.656
3/18/2023 4:15,296.6,-2.274
3/18/2023 4:30,296.5,-2.142
3/18/2023 4:45,296.6,-0.766
3/18/2023 5:00,296.6,-0.208
3/18/2023 5:15,296.6,-0.32
3/18/2023 5:30,296.6,-1.413
3/18/2023 5:45,296.6,-1.666
3/18/2023 6:00,296.6,0.711
3/18/2023 6:15,296.6,1.116
3/18/2023 6:30,296.5,1.864
3/18/2023 6:45,296.6,0.894
3/18/2023 7:00,296.6,1.358
3/18/2023 7:15,296.5,-1.292
3/18/2023 7:30,296.6,-1.21
3/18/2023 7:45,296.6,-1.14
3/18/2023 8:00,296.7,-0.928
3/18/2023 8:15,296.6,-0.512
3/18/2023 8:30,296.6,0.58
3/18/2023 8:45,296.6,-1.554
3/18/2023 9:00,296.6,0.358
3/18/2023 9:15,296.7,2.016
3/18/2023 9:30,296.6,0.934
3/18/2023 9:45,296.6,0.752
3/18/2023 10:00,296.5,0.832
3/18/2023 10:15,296.5,0.702
3/18/2023 10:30,296.5,0.894
3/18/2023 10:45,296.4,3.401
3/18/2023 11:00,296.7,3.976
3/18/2023 11:15,296.6,3.562
3/18/2023 11:30,296.2,3.876
3/18/2023 11:45,296.4,4.775
3/18/2023 12:00,296.2,5.604
3/18/2023 12:15,296.5,6.814
3/18/2023 12:30,296.5,6.875
3/18/2023 12:45,296.3,7.642
3/18/2023 13:00,296.3,8.59
3/18/2023 13:15,296.6,8.25
3/18/2023 13:30,296.3,8.93
3/18/2023 13:45,296.3,8.87
3/18/2023 14:00,296.4,7.994
3/18/2023 14:15,296.3,8.47
3/18/2023 14:30,296.3,8.48
3/18/2023 14:45,296.3,9.36
3/18/2023 15:00,296.1,8.89
3/18/2023 15:15,296.5,9.3
3/18/2023 15:30,296.1,8.37
3/18/2023 15:45,296.2,8.91
3/18/2023 16:00,295.8,8.71
3/18/2023 16:15,295.9,8.34
3/18/2023 16:30,296,8.82
3/18/2023 16:45,296,8.34
3/18/2023 17:00,296.2,8.15
3/18/2023 17:15,296.2,8
3/18/2023 17:30,296.2,7.622
3/18/2023 17:45,296.1,7.46
3/18/2023 18:00,296,7.4
3/18/2023 18:15,296.1,7.218
3/18/2023 18:30,296.1,6.5
3/18/2023 18:45,296,5.744
3/18/2023 19:00,296.1,5.098
3/18/2023 19:15,296.2,4.997
3/18/2023 19:30,296.2,4.532
3/18/2023 19:45,296.2,4.228
3/18/2023 20:00,296.2,4.422
3/18/2023 20:15,296.3,4.452
3/18/2023 20:30,296.2,4.39
3/18/2023 20:45,296.2,4.573
3/18/2023 21:00,296.3,4.704
3/18/2023 21:15,296.2,4.775
3/18/2023 21:30,296.3,4.734
3/18/2023 21:45,296.4,4.704
3/18/2023 22:00,296.3,4.886
3/18/2023 22:15,296.3,5.18
3/18/2023 22:30,296.3,5.078
3/18/2023 22:45,296.3,4.643
3/18/2023 23:00,296.3,2.997
3/18/2023 23:15,296.3,4.39
3/18/2023 23:30,296.3,4.826
3/18/2023 23:45,296.3,5.118
3/19/2023 0:00,296.3,4.25
3/19/2023 0:15,296.3,4.744
3/19/2023 0:30,296.2,5.219
3/19/2023 0:45,296.3,5.38
3/19/2023 1:00,296.4,5.118
3/19/2023 1:15,296.3,5.3
3/19/2023 1:30,296.4,5.238
3/19/2023 1:45,296.4,5.4
3/19/2023 2:00,296.4,5.159
3/19/2023 2:15,296.4,5.057
3/19/2023 2:30,296.4,4.795
3/19/2023 2:45,296.4,4.956
3/19/2023 3:00,296.4,4.927
3/19/2023 3:15,296.4,3.38
3/19/2023 3:30,296.3,4.422
3/19/2023 3:45,296.3,2.067
3/19/2023 4:00,296.3,0.692
3/19/2023 4:15,296.3,0.388
3/19/2023 4:30,296.4,0.438
3/19/2023 4:45,296.4,0.346
3/19/2023 5:00,296.4,2.34
3/19/2023 5:15,296.4,2.592
3/19/2023 5:30,296.4,1.906
3/19/2023 5:45,296.5,0.408
3/19/2023 6:00,296.5,0.044
3/19/2023 6:15,296.5,-0.249
3/19/2023 6:30,296.5,-1.028
3/19/2023 6:45,296.4,-1.413
3/19/2023 7:00,296.4,-1.2
3/19/2023 7:15,296.5,-1.13
3/19/2023 7:30,296.5,-0.918
3/19/2023 7:45,296.6,-0.654
3/19/2023 8:00,296.6,-0.522
3/19/2023 8:15,296.6,-0.553
3/19/2023 8:30,296.6,-0.522
3/19/2023 8:45,296.6,-0.27
3/19/2023 9:00,296.6,-0.078
3/19/2023 9:15,296.6,0.003
3/19/2023 9:30,296.6,0.185
3/19/2023 9:45,296.6,0.297
3/19/2023 10:00,296.5,0.752
3/19/2023 10:15,296.6,1.338
3/19/2023 10:30,296.6,1.196
3/19/2023 10:45,296.6,1.541
3/19/2023 11:00,296.5,2.249
3/19/2023 11:15,296.5,2.865
3/19/2023 11:30,296.6,4.25
3/19/2023 11:45,296.5,4.694
3/19/2023 12:00,296.2,5.27
3/19/2023 12:15,296.3,6.128
3/19/2023 12:30,296.4,6.491
3/19/2023 12:45,296.5,7.581
3/19/2023 13:00,296.5,8.21
3/19/2023 13:15,296.4,9.42
3/19/2023 13:30,296.3,8.61
3/19/2023 13:45,296.3,9.68
3/19/2023 14:00,296.5,11.77
3/19/2023 14:15,296.3,11.55
3/19/2023 14:30,296.2,11.28
3/19/2023 14:45,296.2,10.36
3/19/2023 15:00,295.9,10.31
3/19/2023 15:15,296,10.18
3/19/2023 15:30,296.1,9.8
3/19/2023 15:45,296,9.54
3/19/2023 16:00,296,9.57
3/19/2023 16:15,296,9.68
3/19/2023 16:30,296.2,9.37
3/19/2023 16:45,296.1,9.23
3/19/2023 17:00,296.2,8.89
3/19/2023 17:15,296.2,8.51
3/19/2023 17:30,296,8.42
3/19/2023 17:45,296.2,8.21
3/19/2023 18:00,296.2,8.15
3/19/2023 18:15,296.2,8.13
3/19/2023 18:30,296.2,7.804
3/19/2023 18:45,296,7.955
3/19/2023 19:00,296.2,7.581
3/19/2023 19:15,296.3,7.5
3/19/2023 19:30,296.2,7.581
3/19/2023 19:45,296.3,7.38
3/19/2023 20:00,296.3,7.147
3/19/2023 20:15,296.3,7.268
3/19/2023 20:30,296.4,7.056
3/19/2023 20:45,296.3,6.976
3/19/2023 21:00,296.3,6.824
3/19/2023 21:15,296.2,6.743
3/19/2023 21:30,296.3,6.471
3/19/2023 21:45,296.3,6.421
3/19/2023 22:00,296.3,6.209
3/19/2023 22:15,296.3,6.108
3/19/2023 22:30,296.3,5.986
3/19/2023 22:45,296.3,5.624
3/19/2023 23:00,296.3,5.421
3/19/2023 23:15,296.3,5.238
3/19/2023 23:30,296.4,5.078
3/19/2023 23:45,296.3,5.018
3/20/2023 0:00,296.4,4.744
3/20/2023 0:15,296.4,4.694
3/20/2023 0:30,296.4,4.542
3/20/2023 0:45,296.4,4.674
3/20/2023 1:00,296.4,4.594
3/20/2023 1:15,296.5,4.664
3/20/2023 1:30,296.4,4.522
3/20/2023 1:45,296.4,4.32
3/20/2023 2:00,296.5,3.886
3/20/2023 2:15,296.5,3.664
3/20/2023 2:30,296.7,2.804
3/20/2023 2:45,296.7,2.471
3/20/2023 3:00,296.7,2.37
3/20/2023 3:15,296.7,2.37
3/20/2023 3:30,296.7,2.492
3/20/2023 3:45,296.7,2.471
3/20/2023 4:00,296.9,2.744
3/20/2023 4:15,296.9,3.159
3/20/2023 4:30,296.9,3.058
3/20/2023 4:45,297,3.159
3/20/2023 5:00,296.9,3.674
3/20/2023 5:15,297,3.714
3/20/2023 5:30,297.1,3.562
3/20/2023 5:45,297.2,3.188
3/20/2023 6:00,297.4,2.956
3/20/2023 6:15,297.6,2.774
3/20/2023 6:30,297.9,2.734
3/20/2023 6:45,298.1,2.259
3/20/2023 7:00,299,1.824
3/20/2023 7:15,299.7,1.166
3/20/2023 7:30,300.3,0.53
3/20/2023 7:45,300.4,0.57
3/20/2023 8:00,300.8,0.842
3/20/2023 8:15,300.9,1.166
3/20/2023 8:30,301,1.449
3/20/2023 8:45,301,1.702
3/20/2023 9:00,301.1,1.954
3/20/2023 9:15,301.1,2.35
3/20/2023 9:30,301,2.754
3/20/2023 9:45,301.3,3.078
3/20/2023 10:00,301.4,3.502
3/20/2023 10:15,301.6,1.53
3/20/2023 10:30,303.3,0.651
3/20/2023 10:45,303.7,1.298
3/20/2023 11:00,304.1,1.43
3/20/2023 11:15,304.4,1.562
3/20/2023 11:30,304.4,1.601
3/20/2023 11:45,304.5,1.814
3/20/2023 12:00,304.5,2.33
3/20/2023 12:15,304.5,2.148
3/20/2023 12:30,304.7,1.896
3/20/2023 12:45,305.4,1.166
3/20/2023 13:00,305.9,0.985
3/20/2023 13:15,306,2.45
3/20/2023 13:30,306,3.036
3/20/2023 13:45,306,2.552
3/20/2023 14:00,306.1,2.633
3/20/2023 14:15,306,2.804
3/20/2023 14:30,306,2.997
3/20/2023 14:45,306.1,3.412
3/20/2023 15:00,306,3.684
3/20/2023 15:15,306,3.613
3/20/2023 15:30,306.1,3.664
3/20/2023 15:45,306.1,3.704
3/20/2023 16:00,306.1,4.31
3/20/2023 16:15,306,3.987
3/20/2023 16:30,306,4.057
3/20/2023 16:45,306,4.068
3/20/2023 17:00,305.9,3.451
3/20/2023 17:15,306,2.674
3/20/2023 17:30,306,2.39
3/20/2023 17:45,306,2.128
3/20/2023 18:00,306,1.925
3/20/2023 18:15,306,1.43
3/20/2023 18:30,306,1.147
3/20/2023 18:45,306,0.954
3/20/2023 19:00,306,0.722
3/20/2023 19:15,306,0.59
3/20/2023 19:30,306,0.508
3/20/2023 19:45,306.1,0.508
3/20/2023 20:00,306.1,0.508
3/20/2023 20:15,306.1,0.438
3/20/2023 20:30,306.2,0.346
3/20/2023 20:45,306.2,0.236
3/20/2023 21:00,306.3,0.114
3/20/2023 21:15,306.4,0.003
3/20/2023 21:30,307,-0.249
3/20/2023 21:45,307.4,-0.452
